order_id,customer_id,order_date,order_amount,order_status
100236,605,2024-05-12,2357.2,Cancelled
100237,994,2024-02-25,2520.59,Cancelled
100238,870,2025-05-14,3049.79,Completed
100239,15,2026-07-25,943.26,Completed
100240,600,2024-03-21,1135.3,Completed
100241,530,2024-09-05,2524.24,Completed
100242,421,2025-06-24,1084.9,Cancelled
100243,669,2025-04-24,667.39,Completed
100244,422,2024-05-21,890.57,Cancelled
100245,919,2026-07-13,3571.98,Pending
100246,913,2024-12-14,1411.47,Completed
100247,646,2025-10-20,2084.63,Cancelled
100248,452,2025-03-21,920.02,Completed
100249,599,2025-07-23,2303.43,Completed
100250,905,2026-05-30,1510.67,Completed
100251,294,2024-11-13,2405.64,Pending
100252,877,2026-03-03,1319.38,Cancelled
100253,593,2024-10-11,2498.2,Completed
100254,64,2024-11-04,1277.91,Completed
100255,754,2024-02-01,1708.43,Completed
100256,199,2024-12-03,1508.62,Cancelled
100257,513,2025-07-24,1830.96,Pending
100258,953,2025-09-14,2157.99,Pending
100259,784,2025-02-22,1304.86,Completed
100260,699,2024-12-12,1665.35,Completed
100261,72,2024-08-06,2031.96,Completed
100262,868,2026-05-29,2503.73,Completed
100263,327,2025-01-08,1713.15,Completed
100264,53,2024-10-24,1011.27,Cancelled
100265,962,2026-07-04,1904.05,Completed
100266,187,2025-09-11,2782.95,Pending
100267,314,2026-04-05,756.73,Completed
100268,140,2025-01-13,762.49,Completed
100269,623,2025-02-22,1170.4,Completed
100270,876,2025-12-10,1588.47,Completed
100271,518,2026-08-11,431.62,Completed
100272,877,2026-02-06,2614.17,Completed
100273,939,2025-03-25,1598.62,Completed
100274,880,2025-08-04,390.46,Completed
100275,163,2024-12-05,873.04,Cancelled
100276,203,2025-03-19,1480.54,Pending
100277,293,2025-01-12,568.72,Completed
100278,639,2024-04-06,3382.4,Completed
100279,870,2026-05-01,2032.42,Completed
100280,304,2024-05-13,2797.17,Completed
100281,667,2024-09-17,922.12,Pending
100282,184,2024-09-03,2351.8,Completed
100283,540,2024-08-04,1171.6,Completed
100284,784,2025-04-29,1588.33,Completed
100285,391,2026-07-23,2263.98,Completed
100286,163,2024-11-15,1719.86,Completed
100287,408,2025-12-15,3044.26,Completed
100288,766,2025-12-13,1970.3,Completed
100289,938,2026-01-13,1332.1,Cancelled
100290,618,2025-08-28,3113.22,Completed
100291,671,2025-12-21,3570.34,Completed
100292,416,2026-01-10,1905.46,Completed
100293,933,2025-10-26,4289.87,Completed
100294,878,2025-06-27,1544.58,Completed
100295,972,2024-03-29,1656.37,Completed
100296,871,2025-05-09,1805.13,Completed
100297,547,2026-01-03,1654.37,Completed
100298,962,2024-11-28,1470.99,Completed
100299,613,2024-08-30,1131.03,Completed
100300,604,2025-08-01,943.28,Completed
100301,657,2024-05-08,1934.37,Completed
100302,183,2025-11-30,3922.42,Completed
100303,849,2026-08-14,3055.73,Completed
100304,354,2025-04-16,2316.46,Completed
100305,660,2024-01-28,4054.17,Completed
100306,853,2024-09-21,1822.66,Completed
100307,113,2024-01-31,946.54,Completed
100308,294,2025-03-22,1434.26,Completed
100309,944,2024-10-28,1730.41,Completed
100310,353,2026-01-22,1290.09,Completed
100311,662,2026-04-01,2676.02,Completed
100312,560,2025-02-27,3306.49,Completed
100313,878,2026-08-09,583.86,Completed
100314,506,2025-03-13,1637.61,Completed
100315,421,2024-04-25,272.74,Completed
100316,19,2026-06-02,1695.99,Completed
100317,468,2025-01-19,1683.71,Completed
100318,586,2026-05-11,5710.59,Cancelled
100319,687,2025-12-15,4699.02,Completed
100320,784,2026-07-03,3299.64,Completed
100321,781,2025-09-20,964.6,Completed
100322,453,2025-07-30,929.05,Completed
100323,80,2024-08-15,882.81,Cancelled
100324,252,2024-09-28,4855.38,Completed
100325,405,2024-11-16,996.01,Cancelled
100326,979,2024-10-28,1400.97,Completed
100327,773,2025-08-01,1002.94,Completed
100328,901,2026-04-26,794.51,Completed
100329,993,2024-02-04,2234.43,Completed
100330,132,2025-08-24,1988.66,Completed
100331,15,2026-01-07,423.93,Cancelled
100332,572,2025-03-07,772.23,Completed
100333,263,2024-09-24,2124.76,Completed
100334,877,2025-02-24,1717.46,Completed
100335,458,2026-03-16,1387.05,Cancelled
100336,13,2026-06-08,2668.4,Completed
100337,219,2025-10-27,704.56,Completed
100338,334,2025-04-17,1222.68,Completed
100339,30,2025-09-19,2520.63,Cancelled
100340,309,2025-10-20,1180.27,Cancelled
100341,536,2026-01-16,2205.47,Completed
100342,900,2024-05-20,854.48,Completed
100343,651,2024-03-14,1053.68,Completed
100344,93,2024-12-02,565.16,Completed
100345,412,2024-09-09,472.68,Completed
100346,773,2025-08-21,1321.04,Completed
100347,361,2025-05-22,2411.63,Completed
100348,561,2026-06-12,1670.57,Completed
100349,984,2026-01-26,3826.58,Completed
100350,137,2024-05-23,1394.4,Completed
100351,471,2026-04-06,453.71,Pending
100352,611,2026-01-19,2251.31,Cancelled
100353,804,2025-01-06,892.92,Completed
100354,846,2024-02-26,1953.47,Completed
100355,283,2026-02-11,407.47,Pending
100356,461,2024-07-06,1505.32,Pending
100357,837,2024-08-02,2842.08,Completed
100358,849,2025-04-02,2625.05,Completed
100359,831,2024-03-21,1529.29,Pending
100360,668,2025-01-23,1740.93,Completed
100361,265,2024-08-27,1302.93,Completed
100362,360,2024-02-21,1482.74,Completed
100363,656,2026-05-28,2705.24,Cancelled
100364,252,2024-09-10,1105.57,Completed
100365,681,2025-06-13,1178.28,Completed
100366,513,2026-03-05,644.73,Completed
100367,436,2025-04-13,2740.5,Completed
100368,348,2024-10-11,1462.1,Completed
100369,778,2025-12-24,792.05,Completed
100370,459,2025-11-04,3071.95,Completed
100371,299,2024-01-10,1685.58,Pending
100372,377,2026-03-08,1072.37,Completed
100373,477,2024-04-25,3103.59,Completed
100374,619,2025-12-18,1391.56,Completed
100375,991,2024-04-06,626.42,Completed
100376,334,2024-03-04,3239.41,Completed
100377,177,2024-04-28,1006.37,Completed
100378,978,2025-12-21,12372.7,Completed
100379,147,2025-03-17,1300.4,Completed
100380,908,2025-08-08,468.75,Completed
100381,140,2024-09-30,5434.29,Completed
100382,355,2024-04-26,1674.96,Completed
100383,999,2026-02-03,2051.87,Completed
100384,165,2026-03-21,2226.83,Completed
100385,159,2026-03-27,717.49,Cancelled
100386,611,2024-03-04,424.89,Completed
100387,187,2026-06-18,6186.56,Cancelled
100388,28,2025-06-11,628.93,Cancelled
100389,695,2024-07-09,5038.78,Cancelled
100390,961,2024-07-12,2446.52,Cancelled
100391,764,2025-05-04,1947.12,Completed
100392,965,2025-08-10,1281.68,Completed
100393,526,2024-02-17,7793.45,Completed
100394,616,2025-04-27,1107.65,Completed
100395,982,2024-08-21,1127.95,Completed
100396,498,2026-06-12,2691.33,Completed
100397,42,2025-08-21,1122.12,Completed
100398,237,2024-12-27,900.51,Completed
100399,622,2025-02-14,1674.35,Completed
100400,866,2026-03-25,2718.83,Completed
100401,609,2025-11-03,5900.28,Cancelled
100402,401,2025-01-12,6736.73,Completed
100403,312,2026-03-27,543.03,Completed
100404,682,2025-08-28,3425.11,Completed
100405,905,2024-02-27,917.53,Completed
100406,275,2025-09-05,947.75,Completed
100407,552,2026-07-02,1225.04,Completed
100408,423,2026-04-19,1175.36,Completed
100409,244,2024-02-11,867.98,Cancelled
100410,401,2026-05-08,383.77,Completed
100411,88,2026-08-13,4456.68,Completed
100412,528,2024-06-07,3121.29,Completed
100413,107,2025-09-12,1722.38,Completed
100414,467,2026-01-04,928.25,Completed
100415,903,2024-02-12,3885.94,Completed
100416,145,2026-03-16,1670.73,Completed
100417,248,2025-01-18,1198.07,Completed
100418,725,2024-10-18,598.02,Completed
100419,912,2024-09-08,2470.6,Completed
100420,958,2025-05-06,1401.13,Completed
100421,120,2026-02-16,2063.5,Completed
100422,237,2026-03-10,1943.08,Completed
100423,983,2024-08-07,2632.37,Completed
100424,502,2026-03-15,2005.9,Completed
100425,841,2026-03-14,1428.59,Completed
100426,18,2024-02-29,2497.93,Completed
100427,114,2024-10-30,3231.85,Completed
100428,201,2024-01-15,4759.65,Completed
100429,86,2026-08-20,840.89,Completed
100430,896,2025-04-04,3589.43,Completed
100431,810,2024-09-20,620.63,Completed
100432,386,2026-05-20,3368.92,Completed
100433,79,2025-10-28,1186.92,Completed
100434,106,2026-07-03,3010.99,Completed
100435,261,2026-02-17,4597.44,Completed
100436,732,2026-07-18,2022.51,Cancelled
100437,808,2024-07-29,1745.45,Cancelled
100438,536,2024-07-17,1688.48,Completed
100439,913,2024-03-14,1325.66,Cancelled
100440,932,2024-11-29,3738.39,Completed
100441,771,2025-06-20,1678.21,Completed
100442,80,2025-07-03,437.74,Completed
100443,896,2025-10-20,3197.9,Cancelled
100444,913,2025-12-14,3090.56,Completed
100445,558,2026-03-06,1851.16,Cancelled
100446,601,2025-05-20,1078.36,Completed
100447,784,2024-09-22,846.75,Pending
100448,595,2025-03-03,1080.37,Completed
100449,338,2026-04-28,2048.31,Completed
100450,697,2026-03-04,543.07,Completed
100451,789,2026-06-10,2371.82,Completed
100452,140,2025-06-09,1886.93,Completed
100453,680,2026-01-28,4155.84,Completed
100454,172,2025-02-05,2839.41,Completed
100455,573,2024-01-08,1125.02,Completed
100456,107,2025-12-24,599.72,Completed
100457,993,2024-03-25,1055.47,Completed
100458,669,2025-09-10,4417.57,Completed
100459,464,2026-08-28,2179.56,Completed
100460,498,2024-01-25,2653.97,Completed
100461,621,2025-12-15,1195.8,Completed
100462,124,2026-04-24,2466.7,Pending
100463,505,2025-09-01,670.11,Cancelled
100464,719,2025-11-02,3305.77,Completed
100465,258,2026-05-27,849.39,Completed
100466,473,2026-01-26,498.78,Completed
100467,321,2024-02-08,7832.66,Cancelled
100468,161,2026-01-23,1964.94,Cancelled
100469,979,2026-01-06,1929.91,Cancelled
100470,595,2024-08-09,533.83,Pending
100471,387,2025-09-29,2697.84,Completed
100472,332,2026-03-30,3201.76,Completed
100473,679,2026-04-05,1581.3,Completed
100474,108,2026-04-27,3209.86,Completed
100475,567,2026-01-26,3852.1,Completed
100476,228,2024-04-28,2533.26,Completed
100477,896,2025-04-16,440.32,Completed
100478,789,2024-08-14,851.5,Cancelled
100479,762,2024-03-10,5388.51,Completed
100480,145,2024-09-13,1899.02,Cancelled
100481,81,2026-06-03,1904.58,Pending
100482,452,2025-08-04,1048.34,Completed
100483,348,2026-01-12,1189.38,Completed
100484,730,2025-05-04,3907.93,Completed
100485,715,2024-12-12,4767.36,Cancelled
100486,394,2025-04-14,3022.16,Completed
100487,162,2026-08-15,2576.18,Completed
100488,315,2024-10-06,2704.97,Completed
100489,498,2024-10-29,1719.52,Cancelled
100490,251,2026-04-04,823.17,Completed
100491,309,2024-12-26,715.28,Completed
100492,238,2026-05-29,4230.77,Completed
100493,65,2026-08-06,1761.89,Completed
100494,603,2024-03-05,2454.4,Cancelled
100495,998,2025-10-12,2064.27,Completed
100496,954,2024-04-01,2133.48,Cancelled
100497,933,2026-05-05,2252.41,Completed
100498,660,2024-04-22,2832.33,Completed
100499,753,2026-05-13,1092.95,Completed
100500,65,2026-01-18,3882.0,Completed
100501,198,2025-06-05,1114.34,Completed
100502,708,2024-07-21,2103.15,Completed
100503,989,2024-09-16,834.3,Cancelled
100504,913,2025-02-23,1615.23,Cancelled
100505,633,2026-04-04,1172.22,Completed
100506,108,2026-05-23,1828.56,Completed
100507,967,2025-05-03,2903.15,Pending
100508,310,2024-08-14,1891.22,Completed
100509,45,2025-07-03,6438.82,Completed
100510,771,2026-03-20,3019.63,Completed
100511,172,2025-06-10,1551.61,Completed
100512,295,2026-05-16,1702.02,Completed
100513,677,2024-01-10,2300.97,Completed
100514,966,2025-05-03,2845.1,Completed
100515,912,2024-02-14,807.07,Completed
100516,163,2025-08-18,2722.67,Completed
100517,175,2025-08-22,820.8,Completed
100518,818,2024-10-30,2556.63,Completed
100519,309,2026-02-11,3679.77,Completed
100520,79,2026-07-14,2187.18,Completed
100521,589,2025-03-20,396.95,Completed
100522,657,2025-02-27,565.1,Completed
100523,1000,2024-07-04,2594.91,Completed
100524,478,2024-01-28,365.26,Completed
100525,807,2025-01-30,2675.69,Completed
100526,532,2025-03-05,3414.13,Completed
100527,927,2026-01-17,3764.64,Completed
100528,479,2026-04-18,1538.53,Completed
100529,675,2024-04-15,2393.64,Completed
100530,965,2024-05-28,2061.77,Completed
100531,884,2025-06-29,691.04,Cancelled
100532,398,2024-12-31,2921.36,Completed
100533,503,2025-11-14,4444.19,Completed
100534,595,2024-11-09,2817.63,Cancelled
100535,123,2025-02-08,1298.18,Completed
100536,231,2025-03-08,2911.75,Completed
100537,711,2025-08-08,4183.91,Pending
100538,74,2024-03-08,3841.42,Completed
100539,604,2026-05-09,3508.73,Completed
100540,477,2024-11-25,639.59,Completed
100541,478,2024-07-26,2331.77,Pending
100542,855,2025-09-15,2738.63,Completed
100543,272,2024-05-11,3535.71,Cancelled
100544,794,2025-07-28,2516.68,Completed
100545,789,2024-02-29,4936.0,Completed
100546,993,2024-09-13,548.64,Completed
100547,827,2025-12-07,2587.56,Cancelled
100548,503,2024-12-27,2457.48,Completed
100549,357,2026-05-26,3236.7,Pending
100550,786,2024-12-12,4904.57,Completed
100551,932,2025-11-02,1010.46,Cancelled
100552,277,2024-01-30,4798.67,Completed
100553,361,2026-08-08,3057.11,Completed
100554,491,2025-08-22,1593.81,Completed
100555,107,2025-11-19,997.07,Completed
100556,305,2024-11-12,2044.99,Completed
100557,166,2024-10-07,2167.29,Completed
100558,777,2025-02-28,2246.92,Pending
100559,486,2024-09-05,1197.54,Completed
100560,606,2024-01-21,2674.75,Completed
100561,81,2025-10-10,1382.9,Completed
100562,572,2025-11-28,3969.18,Completed
100563,722,2025-10-19,5470.78,Completed
100564,689,2025-06-22,1061.41,Pending
100565,802,2025-05-24,1871.45,Completed
100566,113,2026-08-16,3386.15,Completed
100567,549,2025-05-27,2153.53,Completed
100568,475,2025-11-17,747.25,Completed
100569,900,2025-02-09,3157.89,Completed
100570,690,2024-02-02,1214.14,Cancelled
100571,956,2024-12-06,2050.52,Completed
100572,29,2025-12-02,943.33,Completed
100573,441,2025-09-08,3017.03,Completed
100574,704,2025-11-05,1369.04,Pending
100575,89,2025-12-28,3231.88,Completed
100576,653,2024-07-31,1565.36,Completed
100577,228,2026-03-02,1316.51,Completed
100578,76,2025-11-26,2353.11,Completed
100579,659,2024-10-26,895.34,Completed
100580,422,2025-05-05,5792.93,Completed
100581,403,2026-04-14,2030.82,Completed
100582,316,2024-06-11,1245.72,Completed
100583,684,2024-10-21,1388.49,Cancelled
100584,620,2024-07-05,1820.68,Completed
100585,668,2024-10-23,3438.64,Completed
100586,792,2024-07-18,1006.37,Completed
100587,608,2026-02-23,1416.34,Completed
100588,77,2026-08-22,1742.99,Completed
100589,158,2026-08-01,4905.68,Completed
100590,992,2024-12-14,3446.06,Completed
100591,282,2026-06-26,5060.16,Completed
100592,423,2024-03-20,1836.68,Completed
100593,372,2024-04-18,4568.01,Completed
100594,991,2024-11-12,4102.17,Completed
100595,831,2024-10-07,2831.15,Completed
100596,476,2026-06-11,2982.72,Completed
100597,682,2026-01-09,1223.01,Completed
100598,550,2026-01-02,5907.27,Completed
100599,646,2026-02-23,1534.86,Pending
100600,956,2025-12-06,2589.83,Completed
100601,672,2025-05-05,2794.46,Completed
100602,112,2024-02-27,738.17,Cancelled
100603,498,2024-01-16,1741.2,Completed
100604,827,2026-08-07,2054.39,Completed
100605,43,2025-05-03,1672.11,Cancelled
100606,350,2026-07-16,1754.68,Completed
100607,198,2024-01-31,4749.46,Completed
100608,725,2025-09-10,1051.42,Completed
100609,139,2024-09-30,789.07,Completed
100610,625,2024-12-20,1229.45,Completed
100611,64,2025-10-01,2919.89,Completed
100612,927,2025-04-26,3110.79,Completed
100613,311,2024-05-10,2668.97,Completed
100614,405,2026-08-30,3255.89,Pending
100615,792,2025-11-24,2125.94,Pending
100616,374,2024-12-16,1285.41,Completed
100617,114,2025-08-27,973.78,Completed
100618,909,2024-05-27,792.48,Completed
100619,110,2025-02-22,1552.9,Cancelled
100620,491,2025-02-17,3004.8,Pending
100621,123,2024-12-28,2099.67,Completed
100622,698,2025-04-15,1827.05,Completed
100623,267,2026-06-08,906.46,Completed
100624,935,2024-01-07,9624.49,Completed
100625,199,2025-06-22,1052.57,Completed
100626,670,2026-07-04,1946.8,Completed
100627,17,2026-05-14,3454.74,Completed
100628,112,2026-05-23,1850.22,Completed
100629,274,2025-02-05,1065.32,Completed
100630,891,2025-07-05,3044.74,Pending
100631,997,2025-08-01,753.58,Completed
100632,616,2026-03-26,5585.19,Cancelled
100633,329,2026-07-17,2162.44,Completed
100634,304,2024-09-04,1526.64,Completed
100635,208,2024-04-30,716.87,Completed
100636,334,2024-09-14,851.29,Completed
100637,488,2024-09-12,1740.07,Cancelled
100638,684,2024-10-19,6159.97,Completed
100639,227,2026-06-10,2094.3,Cancelled
100640,40,2024-07-28,2255.51,Completed
100641,558,2025-02-14,2313.49,Completed
100642,241,2024-12-14,8367.99,Completed
100643,397,2024-09-21,1351.05,Completed
100644,715,2024-07-10,4979.56,Completed
100645,903,2026-08-28,1389.18,Completed
100646,532,2025-09-01,1139.33,Completed
100647,932,2024-04-09,1709.22,Pending
100648,266,2025-09-29,1703.75,Completed
100649,716,2025-08-18,2593.73,Cancelled
100650,979,2024-12-15,397.4,Completed
100651,211,2026-02-05,1981.58,Completed
100652,744,2026-02-19,1219.7,Cancelled
100653,467,2026-02-04,1124.36,Completed
100654,888,2025-09-13,775.33,Completed
100655,298,2025-03-05,1420.01,Cancelled
100656,962,2024-07-20,1286.59,Pending
100657,804,2024-02-12,1364.08,Completed
100658,706,2026-06-12,620.45,Cancelled
100659,33,2026-03-29,1918.58,Completed
100660,83,2024-07-14,1075.98,Completed
100661,663,2026-02-20,621.89,Completed
100662,472,2024-02-16,1260.47,Completed
